session_id,user_id,item_id,timeframe,eventdate,year,month,date,recommand,buy
17,,51913,301893,2023-04-09,2023,04,09,0,0
17,,254864,408749,2023-04-09,2023,04,09,0,0
17,,353726,595874,2023-04-09,2023,04,09,0,0
17,,35142,94227,2023-04-09,2023,04,09,1,0
17,,79898,23421,2023-04-09,2023,04,09,0,1
18,,38873,163875,2023-04-09,2023,04,09,0,0
18,,38873,89503,2023-04-09,2023,04,09,0,0
18,,38873,331806,2023-04-09,2023,04,09,0,0
18,,31579,784079,2023-04-09,2023,04,09,0,0
18,,44491,420232,2023-04-09,2023,04,09,0,0
18,,44491,125167,2023-04-09,2023,04,09,0,0
18,,11732,823478,2023-04-09,2023,04,09,0,1
18,,23840,25804,2023-04-09,2023,04,09,0,1
18,,23840,376155,2023-04-09,2023,04,09,0,0
18,,23840,256852,2023-04-09,2023,04,09,0,0
18,,14914,751143,2023-04-09,2023,04,09,0,0
20,,117403,473943,2023-04-03,2023,04,03,0,1
20,,105612,114278,2023-04-03,2023,04,03,0,0
20,,123272,17648,2023-04-03,2023,04,03,0,0
20,,108888,407044,2023-04-03,2023,04,03,1,0
20,,9029,272662,2023-04-03,2023,04,03,0,1
20,,3633,343934,2023-04-03,2023,04,03,1,0
20,,126437,318707,2023-04-03,2023,04,03,0,0
20,,126437,222008,2023-04-03,2023,04,03,0,1
22,,6542,1068214,2023-04-03,2023,04,03,0,0
22,,6542,1056831,2023-04-03,2023,04,03,0,0
22,,6542,27154,2023-04-03,2023,04,03,0,0
22,,375733,310866,2023-04-03,2023,04,03,0,0
22,,126498,474413,2023-04-03,2023,04,03,0,0
22,,128913,673175,2023-04-03,2023,04,03,0,0
22,,69210,518999,2023-04-03,2023,04,03,0,0
22,,400741,118718,2023-04-03,2023,04,03,1,1
22,,169562,975447,2023-04-03,2023,04,03,1,0
22,,381355,876725,2023-04-03,2023,04,03,0,0
22,,208971,890705,2023-04-03,2023,04,03,1,0
24,,66200,13076,2023-05-10,2023,05,10,1,1
25,,14895,22946,2023-05-10,2023,05,10,0,0
28,,1013,610105,2023-05-08,2023,05,08,0,1
28,,121104,637382,2023-05-08,2023,05,08,0,0
28,,46610,57944,2023-05-08,2023,05,08,0,1
28,,12787,560336,2023-05-08,2023,05,08,1,0
28,,24619,458264,2023-05-08,2023,05,08,1,0
28,,13061,534924,2023-05-08,2023,05,08,0,0
28,,171222,167561,2023-05-08,2023,05,08,0,1
28,,126308,191916,2023-05-08,2023,05,08,0,1
28,,164504,758283,2023-05-08,2023,05,08,0,0
28,,164504,728531,2023-05-08,2023,05,08,0,0
28,,25583,706033,2023-05-08,2023,05,08,0,1
29,,2042,114562,2023-04-04,2023,04,04,0,0
29,,2042,212134,2023-04-04,2023,04,04,0,0
29,,2042,40988,2023-04-04,2023,04,04,0,0
32,,3719,410142,2023-04-08,2023,04,08,0,0
32,,11338,512845,2023-04-08,2023,04,08,0,0
32,,11338,435504,2023-04-08,2023,04,08,0,0
32,,387,825971,2023-04-08,2023,04,08,0,0
32,,35311,246549,2023-04-08,2023,04,08,0,1
32,,35311,139389,2023-04-08,2023,04,08,0,0
32,,35311,229388,2023-04-08,2023,04,08,0,0
32,,35311,91968,2023-04-08,2023,04,08,0,0
32,,79130,33930,2023-04-08,2023,04,08,1,0
33,,32142,65780,2023-04-08,2023,04,08,0,1
33,,63532,563443,2023-04-08,2023,04,08,0,0
33,,28249,20417,2023-04-08,2023,04,08,0,0
33,,35378,970150,2023-04-08,2023,04,08,1,0
33,,35418,683871,2023-04-08,2023,04,08,0,0
33,,5450,386521,2023-04-08,2023,04,08,1,0
33,,6267,38783,2023-04-08,2023,04,08,0,0
34,,75611,4251,2023-04-08,2023,04,08,0,0
35,,59968,70766,2023-04-08,2023,04,08,0,1
35,,84043,521854,2023-04-08,2023,04,08,0,1
35,,172323,337114,2023-04-08,2023,04,08,0,0
35,,172323,311805,2023-04-08,2023,04,08,0,0
35,,172323,275718,2023-04-08,2023,04,08,0,0
35,,117825,97825,2023-04-08,2023,04,08,0,0
35,,75155,324858,2023-04-08,2023,04,08,0,0
35,,86471,284410,2023-04-08,2023,04,08,0,0
35,,4145,437172,2023-04-08,2023,04,08,0,0
35,,66165,23536,2023-04-08,2023,04,08,1,1
35,,4735,492003,2023-04-08,2023,04,08,0,0
35,,4735,556080,2023-04-08,2023,04,08,0,1
35,,130777,575102,2023-04-08,2023,04,08,0,1
35,,201689,951359,2023-04-08,2023,04,08,0,0
37,,8549,177568,2023-04-08,2023,04,08,0,0
37,,8549,100164,2023-04-08,2023,04,08,0,0
37,,8549,168186,2023-04-08,2023,04,08,0,0
37,,62898,468003,2023-04-08,2023,04,08,0,0
37,,62898,513250,2023-04-08,2023,04,08,0,0
37,,62898,504592,2023-04-08,2023,04,08,0,0
37,,28580,285742,2023-04-08,2023,04,08,0,0
38,,2062,14168,2023-04-08,2023,04,08,0,0
40,,82984,66531,2023-04-08,2023,04,08,0,0
40,,82984,502469,2023-04-08,2023,04,08,0,0
40,,82984,224786,2023-04-08,2023,04,08,0,0
40,,80334,130688,2023-04-08,2023,04,08,0,1
40,,80334,5457,2023-04-08,2023,04,08,0,0
40,,42,701070,2023-04-08,2023,04,08,0,0
42,,4185,152247,2023-04-08,2023,04,08,0,0
42,,55594,9774,2023-04-08,2023,04,08,0,0
42,,6308,42046,2023-04-08,2023,04,08,0,1
42,,14280,125099,2023-04-08,2023,04,08,0,0
43,,3433,489835,2023-04-09,2023,04,09,0,0
43,,36956,455479,2023-04-09,2023,04,09,1,0
43,,14784,364997,2023-04-09,2023,04,09,0,0
43,,14784,102794,2023-04-09,2023,04,09,0,0
44,,73655,9251,2023-05-09,2023,05,09,1,1
45,,6078,989327,2023-05-09,2023,05,09,0,0
46,,66956,582262,2023-05-09,2023,05,09,0,0
46,,90812,11667,2023-05-09,2023,05,09,1,0
46,,6306,181963,2023-05-09,2023,05,09,1,1
47,,10741,20517,2023-05-09,2023,05,09,0,0
48,2.0,24764,8863,2023-04-09,2023,04,09,0,0
48,2.0,24764,496381,2023-04-09,2023,04,09,1,0
48,2.0,24764,265216,2023-04-09,2023,04,09,1,0
48,2.0,24764,519975,2023-04-09,2023,04,09,1,0
48,2.0,24764,456437,2023-04-09,2023,04,09,0,0
51,,75611,18600,2023-04-09,2023,04,09,0,0
53,,6096,975111,2023-04-04,2023,04,04,0,0
53,,6096,8233,2023-04-04,2023,04,04,0,0
53,,6096,341715,2023-04-04,2023,04,04,0,0
54,,54759,16413,2023-04-04,2023,04,04,0,1
55,,208138,14093,2023-04-04,2023,04,04,0,0
56,,20138,250960,2023-05-09,2023,05,09,0,0
56,,381701,219337,2023-05-09,2023,05,09,0,1
56,,381701,162837,2023-05-09,2023,05,09,0,1
56,,377512,204214,2023-05-09,2023,05,09,0,0
56,,375980,10135,2023-05-09,2023,05,09,0,0
56,,376089,92333,2023-05-09,2023,05,09,0,1
56,,376526,364360,2023-05-09,2023,05,09,1,0
56,,376526,257611,2023-05-09,2023,05,09,1,0
56,,376526,232647,2023-05-09,2023,05,09,0,0
56,,378922,49966,2023-05-09,2023,05,09,0,0
56,,378729,112200,2023-05-09,2023,05,09,0,0
56,,381813,307510,2023-05-09,2023,05,09,0,0
57,,44384,41200,2023-05-09,2023,05,09,0,0
59,,30893,33305,2023-05-09,2023,05,09,0,0
59,,1407,214579,2023-05-09,2023,05,09,0,0
59,,2391,183355,2023-05-09,2023,05,09,0,0
59,,4016,127567,2023-05-09,2023,05,09,1,0
59,,5691,164059,2023-05-09,2023,05,09,0,0
59,,5691,207998,2023-05-09,2023,05,09,0,0
60,3.0,22128,22704,2023-05-09,2023,05,09,1,0
60,3.0,22128,71762,2023-05-09,2023,05,09,0,1
62,,380235,103055,2023-05-07,2023,05,07,0,0
63,,14763,67322,2023-05-09,2023,05,09,0,0
63,,380340,24674,2023-05-09,2023,05,09,0,0
63,,380340,1097736,2023-05-09,2023,05,09,1,0
63,,378944,1171005,2023-05-09,2023,05,09,0,0
64,,81575,19191,2023-05-09,2023,05,09,1,0
65,,2809,82609,2023-04-08,2023,04,08,0,0
65,,2809,21182,2023-04-08,2023,04,08,0,0
66,,49360,13830,2023-04-09,2023,04,09,0,0
66,,216104,49284,2023-04-09,2023,04,09,0,0
66,,3680,67141,2023-04-09,2023,04,09,0,0
66,,69390,7750,2023-04-09,2023,04,09,0,0
67,,32005,465536,2023-04-09,2023,04,09,1,0
67,,10589,246535,2023-04-09,2023,04,09,1,0
67,,10589,555405,2023-04-09,2023,04,09,0,1
67,,10589,578279,2023-04-09,2023,04,09,0,0
67,,10589,457260,2023-04-09,2023,04,09,1,0
67,,15507,567232,2023-04-09,2023,04,09,0,1
67,,38707,639533,2023-04-09,2023,04,09,0,0
67,,8379,1016185,2023-04-09,2023,04,09,1,0
67,,66764,171936,2023-04-09,2023,04,09,0,1
67,,66765,30583,2023-04-09,2023,04,09,0,0
67,,68301,1084682,2023-04-09,2023,04,09,0,0
67,,24578,294238,2023-04-09,2023,04,09,0,1
67,,90377,831599,2023-04-09,2023,04,09,1,0
68,,368353,1061691,2023-04-09,2023,04,09,0,0
68,,280626,996598,2023-04-09,2023,04,09,0,1
68,,280626,523323,2023-04-09,2023,04,09,0,0
68,,280626,691082,2023-04-09,2023,04,09,0,1
68,,280626,1111759,2023-04-09,2023,04,09,0,1
68,,280626,733083,2023-04-09,2023,04,09,0,0
68,,280626,1049093,2023-04-09,2023,04,09,0,1
68,,251609,1056441,2023-04-09,2023,04,09,0,0
68,,14614,8562,2023-04-09,2023,04,09,0,0
68,,14614,535672,2023-04-09,2023,04,09,0,0
68,,14614,859241,2023-04-09,2023,04,09,0,0
68,,14614,568656,2023-04-09,2023,04,09,0,1
68,,380235,1073501,2023-04-09,2023,04,09,0,0
70,,4151,512255,2023-04-09,2023,04,09,0,1
70,,55269,653412,2023-04-09,2023,04,09,0,0
70,,34142,579915,2023-04-09,2023,04,09,0,0
70,,35818,10464,2023-04-09,2023,04,09,0,1
70,,7747,188758,2023-04-09,2023,04,09,0,0
71,,38073,414953,2023-04-09,2023,04,09,0,1
71,,1296,24301,2023-04-09,2023,04,09,0,0
71,,16116,133884,2023-04-09,2023,04,09,0,0
71,,145697,317257,2023-04-09,2023,04,09,0,1
71,,22099,570815,2023-04-09,2023,04,09,1,0
71,,63076,385888,2023-04-09,2023,04,09,0,0
71,,154670,532243,2023-04-09,2023,04,09,0,0
71,,3563,89312,2023-04-09,2023,04,09,0,0
71,,3563,505558,2023-04-09,2023,04,09,1,0
71,,170561,598110,2023-04-09,2023,04,09,1,0
73,,84116,9409,2023-05-09,2023,05,09,0,1
75,,14912,8772,2023-04-08,2023,04,08,0,1
75,,40921,349408,2023-04-08,2023,04,08,0,0
76,,32902,21869,2023-04-08,2023,04,08,0,0
76,,148626,221572,2023-04-08,2023,04,08,0,0
76,,90683,306071,2023-04-08,2023,04,08,1,0
77,,30058,624788,2023-04-07,2023,04,07,0,0
77,,30294,944903,2023-04-07,2023,04,07,0,0
77,,8732,647283,2023-04-07,2023,04,07,0,0
77,,9582,174951,2023-04-07,2023,04,07,1,1
77,,2745,129944,2023-04-07,2023,04,07,0,0
77,,35640,151082,2023-04-07,2023,04,07,0,0
77,,131319,691136,2023-04-07,2023,04,07,0,0
79,,8734,846548,2023-04-07,2023,04,07,0,0
79,,8735,734693,2023-04-07,2023,04,07,1,0
79,,8735,434763,2023-04-07,2023,04,07,1,0
79,,16074,595394,2023-04-07,2023,04,07,1,0
79,,294153,653730,2023-04-07,2023,04,07,0,0
79,,74731,689069,2023-04-07,2023,04,07,0,0
79,,74731,664336,2023-04-07,2023,04,07,0,0
79,,11297,89426,2023-04-07,2023,04,07,0,0
79,,43824,513315,2023-04-07,2023,04,07,1,0
79,,45236,571973,2023-04-07,2023,04,07,0,0
79,,45236,775270,2023-04-07,2023,04,07,1,0
79,,18566,627646,2023-04-07,2023,04,07,0,1
79,,18566,702699,2023-04-07,2023,04,07,0,0
79,,45355,555924,2023-04-07,2023,04,07,0,0
79,,45355,36067,2023-04-07,2023,04,07,0,0
79,,45355,343077,2023-04-07,2023,04,07,0,0
79,,88452,322999,2023-04-07,2023,04,07,0,0
79,,135792,56099,2023-04-07,2023,04,07,0,0
79,,135792,375459,2023-04-07,2023,04,07,0,0
79,,130835,10625,2023-04-07,2023,04,07,1,1
79,,125919,120224,2023-04-07,2023,04,07,1,0
79,,125920,719031,2023-04-07,2023,04,07,0,1
79,,125920,480878,2023-04-07,2023,04,07,0,0
81,,10858,33419,2023-05-09,2023,05,09,0,0
81,,54281,361298,2023-05-09,2023,05,09,0,0
83,,15391,9870,2023-04-10,2023,04,10,1,0
84,,23094,7840,2023-04-08,2023,04,08,0,0
84,,383298,126592,2023-04-08,2023,04,08,0,0
85,,2442,283790,2023-04-08,2023,04,08,0,0
85,,44612,13792,2023-04-08,2023,04,08,1,0
85,,90702,661846,2023-04-08,2023,04,08,0,0
86,,31500,18700,2023-04-08,2023,04,08,0,0
86,,31500,71362,2023-04-08,2023,04,08,0,0
86,,21864,94783,2023-04-08,2023,04,08,0,0
87,,36700,115943,2023-03-22,2023,03,22,0,0
87,,36700,104176,2023-03-22,2023,03,22,0,1
87,,11524,26334,2023-03-22,2023,03,22,0,0
88,,82691,539332,2023-03-22,2023,03,22,0,0
88,,82691,706726,2023-03-22,2023,03,22,0,0
88,,82691,11284,2023-03-22,2023,03,22,0,0
88,,39471,179867,2023-03-22,2023,03,22,0,0
88,,39471,582866,2023-03-22,2023,03,22,0,0
88,,127098,1191325,2023-03-22,2023,03,22,0,1
88,,11419,677357,2023-03-22,2023,03,22,0,0
88,,44394,1112954,2023-03-22,2023,03,22,0,0
88,,34093,509309,2023-03-22,2023,03,22,1,0
88,,87471,1020890,2023-03-22,2023,03,22,0,0
88,,132807,937466,2023-03-22,2023,03,22,0,0
88,,132879,727652,2023-03-22,2023,03,22,1,0
88,,106324,831910,2023-03-22,2023,03,22,0,0
88,,19942,763737,2023-03-22,2023,03,22,0,0
88,,14234,620784,2023-03-22,2023,03,22,0,0
88,,126406,793046,2023-03-22,2023,03,22,0,0
88,,36621,423521,2023-03-22,2023,03,22,0,0
88,,36621,133302,2023-03-22,2023,03,22,1,0
88,,14600,596652,2023-03-22,2023,03,22,0,0
89,,3122,41212,2023-03-22,2023,03,22,0,0
90,,11119,27556,2023-04-08,2023,04,08,0,0
90,,92881,947011,2023-04-08,2023,04,08,0,0
92,,4787,144502,2023-04-08,2023,04,08,0,0
92,,80098,73749,2023-04-08,2023,04,08,0,0
92,,169690,142582,2023-04-08,2023,04,08,0,0
93,,25460,763584,2023-04-08,2023,04,08,0,0
93,,48094,552070,2023-04-08,2023,04,08,1,0
93,,37725,18176,2023-04-08,2023,04,08,0,0
93,,30398,223698,2023-04-08,2023,04,08,1,1
93,,30398,1001944,2023-04-08,2023,04,08,0,0
93,,8250,302723,2023-04-08,2023,04,08,0,0
93,,31055,1028731,2023-04-08,2023,04,08,0,0
93,,9093,429003,2023-04-08,2023,04,08,0,0
93,,98851,505299,2023-04-08,2023,04,08,0,0
93,,19342,992821,2023-04-08,2023,04,08,0,1
93,,19342,811494,2023-04-08,2023,04,08,0,0
93,,126122,936816,2023-04-08,2023,04,08,1,0
94,,33034,26076,2023-04-08,2023,04,08,0,0
96,,35311,74613,2023-05-09,2023,05,09,1,1
96,,35311,182006,2023-05-09,2023,05,09,1,1
96,,35495,124487,2023-05-09,2023,05,09,0,0
97,,14677,17329,2023-05-09,2023,05,09,0,0
99,,34300,3152,2023-05-09,2023,05,09,1,0
100,,32342,178714,2023-03-22,2023,03,22,0,0
100,,124947,33854,2023-03-22,2023,03,22,0,0
100,,84517,298596,2023-03-22,2023,03,22,0,0
100,,17050,269479,2023-03-22,2023,03,22,0,0
100,,17050,6051,2023-03-22,2023,03,22,0,0
100,,23288,104230,2023-03-22,2023,03,22,0,1
100,,23288,397788,2023-03-22,2023,03,22,0,0
100,,66682,125601,2023-03-22,2023,03,22,0,0
100,,128859,85571,2023-03-22,2023,03,22,0,0
100,,25781,357958,2023-03-22,2023,03,22,0,0
101,,25007,50882,2023-04-07,2023,04,07,0,0
102,,34559,35377,2023-04-08,2023,04,08,0,0
103,,352,20373,2023-04-08,2023,04,08,0,0
104,4.0,10691,271471,2023-03-21,2023,03,21,0,1
104,4.0,10691,633495,2023-03-21,2023,03,21,0,0
104,4.0,10691,611739,2023-03-21,2023,03,21,0,0
104,,10858,7405,2023-03-21,2023,03,21,0,0
104,4.0,10858,381182,2023-03-21,2023,03,21,1,1
104,4.0,33404,297300,2023-03-21,2023,03,21,0,0
105,,2818,15897,2023-03-21,2023,03,21,0,0
105,,157362,198175,2023-03-21,2023,03,21,0,0
105,,164206,330969,2023-03-21,2023,03,21,1,0
105,,58140,144368,2023-03-21,2023,03,21,1,0
105,,14170,257011,2023-03-21,2023,03,21,0,1
105,,90683,170312,2023-03-21,2023,03,21,1,0
106,,14312,1152485,2023-03-21,2023,03,21,0,0
106,,62040,918817,2023-03-21,2023,03,21,0,1
106,,10458,289420,2023-03-21,2023,03,21,0,1
106,,170416,297215,2023-03-21,2023,03,21,0,1
106,,43654,855928,2023-03-21,2023,03,21,0,0
106,,45002,332146,2023-03-21,2023,03,21,0,1
106,,36055,929978,2023-03-21,2023,03,21,0,0
106,,107210,814029,2023-03-21,2023,03,21,0,0
106,,90603,77403,2023-03-21,2023,03,21,0,0
106,,14912,60412,2023-03-21,2023,03,21,0,1
106,,14912,984587,2023-03-21,2023,03,21,0,0
106,,107546,997748,2023-03-21,2023,03,21,0,0
106,,164713,736230,2023-03-21,2023,03,21,0,1
106,,58998,3154,2023-03-21,2023,03,21,0,0
106,,134,692555,2023-03-21,2023,03,21,0,0
106,,20698,528801,2023-03-21,2023,03,21,0,1
106,,70219,481634,2023-03-21,2023,03,21,0,0
106,,70219,30816,2023-03-21,2023,03,21,0,0
106,,159361,552054,2023-03-21,2023,03,21,0,1
106,,7884,573483,2023-03-21,2023,03,21,0,0
106,,144613,343556,2023-03-21,2023,03,21,0,1
106,,168282,1093022,2023-03-21,2023,03,21,0,0
106,,109704,827003,2023-03-21,2023,03,21,0,0
106,,166617,1038687,2023-03-21,2023,03,21,0,0
106,,71338,1174466,2023-03-21,2023,03,21,1,0
106,,1180,396023,2023-03-21,2023,03,21,0,0
106,,163155,721765,2023-03-21,2023,03,21,1,0
106,,1671,611645,2023-03-21,2023,03,21,0,0
106,,153734,1181805,2023-03-21,2023,03,21,0,0
106,,51535,465150,2023-03-21,2023,03,21,0,0
106,,40921,437854,2023-03-21,2023,03,21,0,1
106,,127397,313726,2023-03-21,2023,03,21,0,0
106,,52123,901645,2023-03-21,2023,03,21,0,1
106,,9934,305563,2023-03-21,2023,03,21,0,0
106,,130105,1057579,2023-03-21,2023,03,21,1,1
106,,4479,84524,2023-03-21,2023,03,21,1,1
106,,106176,911249,2023-03-21,2023,03,21,0,0
106,,78103,1020664,2023-03-21,2023,03,21,0,0
106,,46437,363409,2023-03-21,2023,03,21,0,0
106,,29091,949339,2023-03-21,2023,03,21,0,0
106,,135896,598099,2023-03-21,2023,03,21,1,0
106,,6185,590734,2023-03-21,2023,03,21,0,0
106,,171294,763264,2023-03-21,2023,03,21,0,0
106,,171307,539458,2023-03-21,2023,03,21,0,1
106,,6291,276361,2023-03-21,2023,03,21,0,0
106,,167987,803195,2023-03-21,2023,03,21,0,0
106,,14116,749502,2023-03-21,2023,03,21,0,0
106,,164412,606695,2023-03-21,2023,03,21,1,0
106,,14310,870857,2023-03-21,2023,03,21,0,0
106,,126446,769572,2023-03-21,2023,03,21,0,0
106,,36708,451693,2023-03-21,2023,03,21,1,1
106,,171611,1135719,2023-03-21,2023,03,21,0,0
106,,171648,105628,2023-03-21,2023,03,21,0,0
106,,25886,503929,2023-03-21,2023,03,21,0,0
108,,86161,190980,2023-04-09,2023,04,09,1,1
108,,682,122229,2023-04-09,2023,04,09,0,0
108,,10299,304972,2023-04-09,2023,04,09,0,1
108,,11989,488347,2023-04-09,2023,04,09,0,0
108,,75104,531367,2023-04-09,2023,04,09,0,0
108,,33914,994592,2023-04-09,2023,04,09,0,0
108,,34952,24233,2023-04-09,2023,04,09,0,1
109,,12233,436402,2023-04-09,2023,04,09,0,0
109,,48286,522202,2023-04-09,2023,04,09,0,0
109,,30378,371738,2023-04-09,2023,04,09,0,1
109,,30455,444413,2023-04-09,2023,04,09,0,0
109,,30455,17439,2023-04-09,2023,04,09,0,0
109,,33256,18949,2023-04-09,2023,04,09,0,0
109,,6365,535042,2023-04-09,2023,04,09,0,0
109,,36717,439364,2023-04-09,2023,04,09,0,0
110,,81021,178353,2023-04-09,2023,04,09,1,0
110,,144629,124257,2023-04-09,2023,04,09,1,0
110,,8549,14825,2023-04-09,2023,04,09,1,0
110,,8993,329141,2023-04-09,2023,04,09,0,1
110,,136201,688651,2023-04-09,2023,04,09,0,0
112,,35099,41565,2023-04-09,2023,04,09,0,0
112,,47412,12360,2023-04-09,2023,04,09,0,0
113,,34053,345533,2023-04-09,2023,04,09,1,0
113,,18860,195705,2023-04-09,2023,04,09,0,1
113,,67779,66596,2023-04-09,2023,04,09,0,0
113,,57076,988970,2023-04-09,2023,04,09,0,0
113,,46225,1019037,2023-04-09,2023,04,09,0,0
113,,46225,472577,2023-04-09,2023,04,09,0,1
113,,46225,1062044,2023-04-09,2023,04,09,0,0
113,,407250,1001573,2023-04-09,2023,04,09,0,1
113,,46293,438399,2023-04-09,2023,04,09,0,0
113,,46509,651527,2023-04-09,2023,04,09,0,0
113,,130768,274546,2023-04-09,2023,04,09,0,0
113,,130768,6359,2023-04-09,2023,04,09,0,1
113,,24522,207667,2023-04-09,2023,04,09,0,0
113,,24522,236059,2023-04-09,2023,04,09,0,0
113,,46644,1087779,2023-04-09,2023,04,09,0,0
113,,57590,46529,2023-04-09,2023,04,09,0,0
113,,90105,120152,2023-04-09,2023,04,09,0,0
113,,47114,76033,2023-04-09,2023,04,09,0,0
113,,68899,94858,2023-04-09,2023,04,09,1,0
113,,131216,1170176,2023-04-09,2023,04,09,0,0
113,,7446,1116254,2023-04-09,2023,04,09,0,1
113,,7447,153646,2023-04-09,2023,04,09,0,0
113,,136612,1197913,2023-04-09,2023,04,09,0,0
114,,180836,7509,2023-03-22,2023,03,22,0,0
115,,50344,93844,2023-03-22,2023,03,22,1,0
115,,66114,922722,2023-03-22,2023,03,22,0,0
116,,5560,4031,2023-03-22,2023,03,22,1,1
116,,83537,19217,2023-03-22,2023,03,22,1,0
117,,7068,29175,2023-03-22,2023,03,22,0,0
117,,62079,42103,2023-03-22,2023,03,22,0,0
117,,130874,31160,2023-03-22,2023,03,22,1,0
118,,82292,75541,2023-03-22,2023,03,22,0,0
118,,62762,591385,2023-03-22,2023,03,22,0,1
119,,8917,144566,2023-03-22,2023,03,22,1,0
119,,52895,361351,2023-03-22,2023,03,22,0,0
119,,52895,85368,2023-03-22,2023,03,22,1,0
119,,62123,311298,2023-03-22,2023,03,22,0,0
119,,58277,530887,2023-03-22,2023,03,22,0,0
120,,12030,630210,2023-05-07,2023,05,07,0,0
120,,56006,570719,2023-05-07,2023,05,07,1,0
120,,4869,13348,2023-05-07,2023,05,07,0,0
120,,175818,887549,2023-05-07,2023,05,07,1,0
120,,90675,790373,2023-05-07,2023,05,07,0,0
122,,83484,70885,2023-03-22,2023,03,22,0,0
122,,32138,50703,2023-03-22,2023,03,22,0,0
122,,63620,88951,2023-03-22,2023,03,22,0,0
122,,11855,13330,2023-03-22,2023,03,22,0,1
124,,11945,35588,2023-03-22,2023,03,22,0,0
125,,3676,272642,2023-03-22,2023,03,22,0,0
125,,12841,271611,2023-03-22,2023,03,22,0,0
125,,79141,200909,2023-03-22,2023,03,22,1,0
125,,79141,89690,2023-03-22,2023,03,22,1,0
125,,79178,204714,2023-03-22,2023,03,22,0,0
125,,35495,567753,2023-03-22,2023,03,22,0,0
125,,46805,608693,2023-03-22,2023,03,22,0,0
125,,6964,612429,2023-03-22,2023,03,22,0,0
126,,89925,124297,2023-03-22,2023,03,22,0,0
126,,68520,19722,2023-03-22,2023,03,22,0,0
127,,4124,861990,2023-03-22,2023,03,22,1,1
127,,66675,15649,2023-03-22,2023,03,22,1,1
127,,79218,919351,2023-03-22,2023,03,22,0,0
128,,83655,219943,2023-03-22,2023,03,22,1,0
128,,132732,940250,2023-03-22,2023,03,22,0,1
128,,11719,292729,2023-03-22,2023,03,22,1,0
128,,4454,248087,2023-03-22,2023,03,22,0,0
128,,58749,1051279,2023-03-22,2023,03,22,0,0
128,,192,740457,2023-03-22,2023,03,22,0,0
128,,80661,715012,2023-03-22,2023,03,22,1,0
128,,30312,399624,2023-03-22,2023,03,22,0,0
128,,48772,107850,2023-03-22,2023,03,22,1,0
